wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,commitment,paid_in_capital,contribution,distribution,nav,unfunded_commitment,recallable_distribution,tvpi,dpi,rvpi,moic,ownership_percentage,income,fee,carried_interest,beginning_capital,ending_capital,return,irr,alpha,fund_expense,realized_gain_loss,unrealized_gain_loss,actual_allocation,return_of_capital,preferred_return,observation_ids,observation_count,unparsed_values,scale_note,collision_note
57bb632117c89a15f950,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Committed Capital,Committed Capital,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,71cfc32ce2db49aa02fe,1,,,
64a1e00d696d2305c008,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contribution Summary,Capital Called,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,150000000,,,,,,,,,,,,,,,,,,,,,,,,,61b027d3fa3c74ae1fbe,1,,,
1f7393ac59e4043c325b,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contribution Summary,Capital Recycled,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,-16500000,,,,,,,,,,,,,,,,,,,,807bcf57fc8c88e17a8c,1,,,
132b9aa5082b3f316dae,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contribution Summary,Contributions,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,166500000,,,,,,,,,,,,,,,,,,,,,,,,0461235d79de5422fe8c,1,,,
7f9375a5f427adc6d832,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contribution Summary,Remaining Funding Obligation,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,17996547.3000000007,,,,,,,,,,,,,,,,,,,,,a98faee7d16ad2d858f9,1,,,
89186da16c32baf6dfc9,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,11/14/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,11/14/2008,2008-11-14,,,USD,absolute,1,,,4500000,,,,,,,,,,,,,,,,,,,,,,,,d3e8657f54ee9e67c97a,1,,,
c5c4b540476fa9197db5,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,12/02/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,12/02/2009,2009-12-02,,,USD,absolute,1,,,15000000,,,,,,,,,,,,,,,,,,,,,,,,04bb7973b08b6d9edaa4,1,,,
6ee0d4fa8409c1c4b8de,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,12/03/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,12/03/2010,2010-12-03,,,USD,absolute,1,,,3750000,,,,,,,,,,,,,,,,,,,,,,,,25c03601db67d1c4b2c7,1,,,
e96d1fdeee19b7d7de2d,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,2/16/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,2/16/2010,2010-02-16,,,USD,absolute,1,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,e4474fe43c6241e12c06,1,,,
237a3140c0ad88f4c2c5,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,3/21/2011,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,3/21/2011,2011-03-21,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,6bac5c517dafed504c3d,1,,,
5e0e37ac989ab129435d,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,5/11/2011,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,5/11/2011,2011-05-11,,,USD,absolute,1,,,10500000,,,,,,,,,,,,,,,,,,,,,,,,9e87b2fe242d959f4feb,1,,,
c1b074fe3b8f98f05698,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,6/17/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,6/17/2008,2008-06-17,,,USD,absolute,1,,,1261294.6399999999,,,,,,,,,,,,,,,,,,,,,,,,ddc7f9e9a8dadb3f210d,1,,,
5365367d0c08c9281ede,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,6/17/2011,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,6/17/2011,2011-06-17,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,e607b674c95c5c697cb0,1,,,
8b0a49f7c60ebafb4498,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,6/25/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,6/25/2009,2009-06-25,,,USD,absolute,1,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,e1e2bab95f5776a802bf,1,,,
86e9d7080854e148f359,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,7/03/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/03/2008,2008-07-03,,,USD,absolute,1,,,67247.02,,,,,,,,,,,,,,,,,,,,,,,,af7d39a70ee231b651b3,1,,,
bc6d63689dc57196f2a2,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,7/25/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/25/2008,2008-07-25,,,USD,absolute,1,,,101666.67,,,,,,,,,,,,,,,,,,,,,,,,6de39960abd203247da6,1,,,
f6e2c1ab44f34c5cb7dd,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Contributions,8/26/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,8/26/2008,2008-08-26,,,USD,absolute,1,,,69791.67,,,,,,,,,,,,,,,,,,,,,,,,b0f94b6fecd9db45c0c1,1,,,
f1a9db70784daacdd1ec,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Distributions,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,69784541.4899999946,,,,,,,,,,,,,,,,,,,,,,,31fcb5573cfe67882ac7,1,,,
166cfd756365dd63d342,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Distributions,2,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,69784541.4899999946,,,,,,,,,,,,,,,,,,,,,,,695a51f6b3b19555eaf6,1,,,
a78acf6865ae2b306ebd,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Distributions as % of Contributions,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,,absolute,1,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,8c5ce24f7ea7bc16af6d,1,,,
7ba34c031200a53caa7a,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Non-recyclable,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,35287994.1899999976,,,,,,,,,,,,,,,,,,,,,,,b3bddcc2336e5c056271,1,,,
