"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","definition_context","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","endowment","","1","portfolio","endowment","","","","","","","","","","June 30, 2025","","","","","","","","is comprised of the consolidated investment portfolio, endowed funds held at the University, and certain real estate.","","endowment","The endowment is comprised of the consolidated","actual","","","","ENDOWMENT","","","",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","document_context","2","DOCUMENT","Letter from the President & CEO","USC Foundations Annual Endowment Report","DOCUMENT","","1","document","USC Foundations Annual Endowment Report","","","","","University of South Carolina Foundations","consolidated investment portfolio","","","","June 30, 2025","","","","","","","","","","","USC Foundations Annual Endowment Report","actual","","","","","","","",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","fund_economics_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","consolidated investment portfolio","","1","portfolio","consolidated investment portfolio","","","","","","","","","","June 30, 2025","","million","nav","consolidated investment portfolio","$912","","","","consolidated investment portfolio","","The consolidated investment portfolio experienced significant growth during the year and totaled $912 million as of June 30, 2025.","actual","","","","","","","portfolio_total",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","fund_economics_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","endowment","June 30, 2024","1","portfolio","endowment","","","","","","","","","","June 30, 2024","","billion","nav","endowment","$1.044","","","","","","The endowment increased from $1.044 billion as of June 30, 2024 to $1.145 billion as of June 30, 2025.","actual","","","","ENDOWMENT","","","plan_total",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","fund_economics_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","endowment","June 30, 2025","1","portfolio","endowment","","","","","","","","","","June 30, 2025","","billion","nav","endowment","$1.145","","","","","","The endowment increased from $1.044 billion as of June 30, 2024 to $1.145 billion as of June 30, 2025.","actual","","","","ENDOWMENT","","","plan_total",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","performance_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","rate of return on investments","","1","portfolio","University of South Carolina Foundations","","","","","","","","","","June 30, 2025","one-year","","return","rate of return on investments","12.8%","%","","","","","Our one-year rate of return on investments was 12.8%.","actual","","","","","unstated","unstated","",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","performance_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","return","","1","portfolio","University of South Carolina Foundations","","","","","","","","","","June 30, 2025","five-year","","return","return","10.7%","%","","","","","The five-year return was 10.7%.","actual","","","","","unstated","unstated","",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","performance_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","return","","2","portfolio","University of South Carolina Foundations","","","","","","","","","","June 30, 2025","ten-year","","return","return","8.1%","%","","","","","The ten-year return was 8.1%.","actual","","","","","unstated","unstated","",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","allocation_observation","3","FIGURE","Allocation Summary","Allocation Summary","Fixed Income Composite","","1","asset_class","Fixed Income Composite","","","","","","","","","","June 30, 2025","","","market_value","Allocation Summary","$41,446,840","","","","Allocation Summary","","$41,446,840","actual","","","","","","","allocation_bucket",""
"2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","B","allocation_observation","3","FIGURE","Allocation Summary","Allocation Summary","Hedge Fund Composite","","1","asset_class","Hedge Fund Composite","","","","","","","","","","June 30, 2025","","","market_value","Allocation Summary","$14,785,505","","","","Allocation Summary","","$14,785,505","actual","","","","","","","allocation_bucket",""
