"source_page","final_page_status","final_expected_observation_count","reason"
"1","ELIGIBLE_DATA_EXTRACTED","47","neither lane's count is taken. Counted from the PNG: one document identity row, plus the 42 populated allowed cells A holds across lines 6a, 7, 8, 16a, 16b, 16c, 17, 18, 19, 20, 21, 22, 23, 24 and 27b, plus the four populated columns of line 26 Total expenses and disbursements, which both lanes missed. The item I box in the form header prints 8,324,855,767, but the form directs it to Part II, column (c), line 16, which is published from page 2, so publishing it again would carry the same measure twice. Deliberately excluded: lines 3, 4, 5a, 5b, 10a, 10b, 10c, 11 and 12 are revenue and income cells and income has no category under Foundations_Annual financial_statement_observation; lines 13, 14 and 15 are officer and employee compensation and line 25 is grants paid, both excluded scope; lines 27a excess of revenue over expenses and 27c adjusted net income have no allowed category. B's 39 is short by nine and also files line 17's 145,156 under the wrong column."
"2","ELIGIBLE_DATA_EXTRACTED","37","neither lane's count is taken; A's 31 and B's 38 each miss cells the other holds and B carries two rows that fall outside the allowed categories. Counted from the PNG: 34 cells in Part II, being lines 1, 2, 10a, 10b, 10c and 13 at three columns each, the line 11 basis box in the description column plus line 11's three value columns, line 15 and line 16 at three columns each, and lines 23, 24 and 29 at two columns each because column (c) is shaded on the liability and net-asset lines; plus three cells in Part III, being lines 1, 3 and 6. A missed line 11's three value columns, all three line 15 cells and Part III line 3; B missed the line 11 basis box. Line 15 is kept because the page prints Other assets (describe (SEE STATEMENT) ) and the cited statement on page 31 itemises the whole balance as program-related investment loans and program-related equity investments, so the line is investments and not a residual. Deliberately excluded: line 3 accounts receivable, line 4 pledges receivable, line 7 other notes and loans receivable, line 9 prepaid expenses, line 17 accounts payable, line 21 mortgages and notes payable, line 22 other liabilities and line 30 total liabilities and net assets have no category in the Foundations_Annual financial_statement_observation list; line 14 land, buildings and equipment is the foundation's operating property, which the form keeps separate from line 11 investments, so it is not investment_cost; lines 6 and 20 are officer and trustee items and line 18 is grants payable, both excluded scope; Part III lines 2, 4 and 5 are a carried-forward figure, a subtotal of lines already published and an unitemised decrease, none with an allowed category."
"21","ELIGIBLE_DATA_EXTRACTED","7","A's 7 is confirmed from the PNG and B's 4 is not taken. The schedule prints two description rows under four lettered columns: (1) LEGAL FEES with 945,901, 224,386, a blank (c) and 898,869, and TOTAL with 945,901, 224,386, 0 and 898,869. That is three populated cells on the item row and four on the total row. B read one row of four cells, which both renames the item row and claims a value in the (c) cell that is blank on it, and left the TOTAL row unread."
"22","ELIGIBLE_DATA_EXTRACTED","7","A's 7 is confirmed from the PNG and B's 4 is not taken. (1) ACCOUNTING FEES prints 666,725, 332,761, a blank (c) and 316,416; TOTAL prints 666,725, 332,761, 0 and 316,416."
"23","ELIGIBLE_DATA_EXTRACTED","7","A's 7 is confirmed from the PNG and B's 4 is not taken. (1) OTHER PROFESSIONAL FEES prints 13,017,723, 1,690,679, a blank (c) and 11,989,678; TOTAL prints 13,017,723, 1,690,679, 0 and 11,989,678."
"33","ELIGIBLE_DATA_EXTRACTED","2","A's 2 is confirmed from the PNG and B's 1 is short. Part III, Line 3 Other Increases prints one description row, (1) UNREALIZED GAIN/LOSS 103,480,042, and a TOTAL row, 103,480,042, each with one populated Amount cell."
"19","ELIGIBLE_DATA_EXTRACTED","4","neither lane's count is taken. Counted from the PNG, the schedule prints eleven columns and two rows: (1) Realized G/L on Securities, MRI, & PRI carries Purchase under How Acquired, 358,820,659 under Gross Sales Price and 358,820,659 under Total (net); the Total row carries 358,820,659, 0, 0, 0 and 358,820,659 under Gross Sales Price, Basis, Accumulated Depreciation, Sales Expense and Total (net). Of those, four cells have a category in this family: the two Total (net) gains, the Basis of 0 as investment_cost and the Sales Expense of 0 as fund_expense. Gross Sales Price is sale proceeds and Accumulated Depreciation is a contra-asset balance; neither has a name in the Foundations_Annual financial_statement_observation list, so A's 7 counts two cells that cannot be typed correctly. B's 2 reads only the two gains."
"20","ELIGIBLE_DATA_EXTRACTED","4","B's reasoned zero is overridden and A's 4 is confirmed. The schedule prints four description rows under three lettered columns and eight populated cells, but only column (b), which the page heads Net investment income, has a category in this family: 807,515 on (1) PROGRAM RELATED INVESTMENT, 20,474 on (2) MISCELLANEOUS INCOME, 62,100,135 on (3) OTHER INCOME FROM K-1 PASS THRU and 62,928,124 on TOTAL. The four cells in column (a) Revenue and expenses and column (c) Adjusted net income are revenue and adjusted net income, which this family has no category for."
"25","ELIGIBLE_DATA_EXTRACTED","4","neither lane's count is taken. Counted from the PNG, the schedule prints ten columns and two rows: (1) DEPRECIATION carries 2,471,222 under Depreciation this year and 135,308 under Net investment income; Total carries 0 under Cost or other basis (exclude any land), 0 under Depreciation allowed or allowable in prior years, 2,471,222 under Depreciation this year, 135,308 under Net investment income and 0 under Adjusted income. Four of those seven cells have a category here, the two depreciation charges and the two net-investment-income charges, all fund_expense. The cost basis of the operating property, the prior-years accumulated depreciation and the adjusted income cell have no name in this family, so A's 7 counts three cells that cannot be typed correctly. B's 3 renames the item row and reports a cell in the Adjusted income column that the item row does not print."
"27","ELIGIBLE_DATA_EXTRACTED","6","A's 6 is confirmed from the PNG and B's 3 is short. The schedule prints two rows under Description, Type, BOY Amount, EOY Amount and Fair Market Value: US GOVERNMENT OBLIGATIONS with Type US and 466,132,607, 334,439,058 and 334,439,058, and TOTAL with the same three amounts. That is six populated value cells; B read the item row only. The Type cell prints the code US, which is a classification and not a measured value, so it stays out."
