"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","1","ELIGIBLE_DATA_EXTRACTED","YES","990-PF Return of Private Foundation | Part I Analysis of Revenue and Expenses","document_context | financial_statement_observation","39","39",""
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","2","ELIGIBLE_DATA_EXTRACTED","YES","Part II Balance Sheets | Part III Analysis of Changes in Net Assets or Fund Balances","financial_statement_observation","38","38",""
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Part IV Capital Gains and Losses for Tax on Investment Income","financial_statement_observation","4","4","PARTIAL_BY_SCOPE: Part V excise-tax liability, credits, payments and overpayment (lines 1-11, e.g. 4,855,809; 5,072,634; 2,000,000; 7,072,634; 2,216,825) excluded, tax-liability computation with no matching financial_statement_observation category; Part IV gross sales price and adjusted-basis columns (e),(g),(j) excluded, proceeds/basis figures are not a realized_gain_loss value themselves"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","4","NO_ELIGIBLE_DATA","YES","Part VI-A Statements Regarding Activities","","0","0","NO_ELIGIBLE_REASON: yes/no compliance questions on political activity, unrelated business income filing, liquidation, and foreign accounts; no dollar, percentage, or multiple figures printed"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","5","NO_ELIGIBLE_DATA","YES","Part VI-B Statements Regarding Activities for Which Form 4720 May Be Required","","0","0","NO_ELIGIBLE_REASON: yes/no self-dealing, excess-business-holdings and jeopardizing-investment compliance questions; grid-detected tokens are section-number references (4941, 4943), not measured values"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","6","NO_ELIGIBLE_DATA","YES","Part VI-B Statements Regarding Activities for Which Form 4720 May Be Required | Part VII Information About Officers, Directors, Trustees, Foundation Managers, Highly Paid Employees, and Contractors","","0","0","NO_ELIGIBLE_REASON: officer, trustee and employee compensation and benefits amounts, excluded personal-identifier/officer-compensation category"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","7","NO_ELIGIBLE_DATA","YES","Part VII Information About Officers, Directors, Trustees, Foundation Managers, Highly Paid Employees, and Contractors | Part VIII-A Summary of Direct Charitable Activities | Part VIII-B Summary of Program-Related Investments","","0","0","NO_ELIGIBLE_REASON: independent-contractor compensation (excluded officer/compensation category), direct charitable activity expenses (excluded non-investment schedule), and named program-related-investment grant amounts (excluded grants category)"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","8","ELIGIBLE_DATA_EXTRACTED","YES","Part IX Minimum Investment Return","financial_statement_observation","3","3","PARTIAL_BY_SCOPE: Part IX lines 1d-6 (total, acquisition indebtedness, 1.5% cash set-aside, minimum investment return), Part X (distributable amount computation), and Part XI (qualifying distributions, including the Part VIII-B program-related-investment total) excluded, private-foundation payout-formula and distribution figures with no matching financial_statement_observation category; only the average FMV of securities, average cash, and FMV of other assets inputs on Part IX line 1 are extracted"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","9","NO_ELIGIBLE_DATA","YES","Part XII Undistributed Income","","0","0","NO_ELIGIBLE_REASON: multi-year undistributed-income and excess-distribution-carryover computation under section 4942, a private-foundation excise-tax carryover schedule with no matching financial_statement_observation category"
"2026-09-01.2","SRC373","8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747","Foundations_Annual","07-institutional-mission","SECONDARY","B","10","NO_ELIGIBLE_DATA","YES","Part XIII Private Operating Foundations | Part XIV Supplementary Information","","0","0","NO_ELIGIBLE_REASON: Part XIII blank (foundation is not a private operating foundation); Part XIV lists the grant-application contact, format and deadline process, excluded grants-adjacent narrative with no measured figures"
