"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","document_context","1","DOCUMENT","","Consolidated Financial Statements","DOCUMENT","","1","document","Gates Foundation","","","","","","","","","","December 31, 2024 and 2023","","","","","","","","","","","Consolidated Financial Statements","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Beneficial interest in the net assets of Foundation Trust (the Trust) (notes 3 and 4)","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","investment_fair_value","Beneficial interest in the net assets of Foundation Trust (the Trust) (notes 3 and 4)","75,225,846","","","","","","(the Trust) (notes 3 and 4) 77,237,720 75,225,846","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Beneficial interest in the net assets of Foundation Trust (the Trust) (notes 3 and 4)","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","investment_fair_value","Beneficial interest in the net assets of Foundation Trust (the Trust) (notes 3 and 4)","77,237,720","","","","","","(the Trust) (notes 3 and 4) 77,237,720 75,225,846","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Cash","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","cash","Cash","194,354","","","","","","Cash $ 206,159 194,354","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Cash","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","cash","Cash","$206,159","","","","","","Cash $ 206,159 194,354","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Program-related investment assets, net (note 6)","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","investment_fair_value","Program-related investment assets, net (note 6)","934,431","","","","","","Program-related investment assets, net (note 6) 650,002 934,431","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Program-related investment assets, net (note 6)","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","investment_fair_value","Program-related investment assets, net (note 6)","650,002","","","","","","Program-related investment assets, net (note 6) 650,002 934,431","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total assets","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","total_assets","Total assets","77,171,007","","","","","","Total assets $ 78,908,947 77,171,007","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total assets","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","total_assets","Total assets","$78,908,947","","","","","","Total assets $ 78,908,947 77,171,007","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total liabilities","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","total_liabilities","Total liabilities","5,880,012","","","","","","Total liabilities 5,571,463 5,880,012","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total liabilities","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","total_liabilities","Total liabilities","5,571,463","","","","","","Total liabilities 5,571,463 5,880,012","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total liabilities and net assets","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","total_assets","Total liabilities and net assets","77,171,007","","","","","","Total liabilities and net assets $ 78,908,947 77,171,007","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total liabilities and net assets","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","total_assets","Total liabilities and net assets","$78,908,947","","","","","","Total liabilities and net assets $ 78,908,947 77,171,007","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total net assets","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","net_assets","Total net assets","71,290,995","","","","","","Total net assets 73,337,484 71,290,995","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Total net assets","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","net_assets","Total net assets","73,337,484","","","","","","Total net assets 73,337,484 71,290,995","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","With donor purpose restrictions","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","net_assets","With donor purpose restrictions","114,024","","","","","","With donor purpose restrictions 80,664 114,024","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","With donor purpose restrictions","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","net_assets","With donor purpose restrictions","80,664","","","","","","With donor purpose restrictions 80,664 114,024","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Without donor restrictions","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","net_assets","Without donor restrictions","71,176,971","","","","","","Without donor restrictions 73,256,820 71,176,971","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Consolidated Statements of Financial Position","Consolidated Statements of Financial Position","Without donor restrictions","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","net_assets","Without donor restrictions","73,256,820","","","","","","Without donor restrictions 73,256,820 71,176,971","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Change in net assets of the Trust (notes 3 and 4)","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","unrealized_gain_loss","Change in net assets of the Trust (notes 3 and 4)","7,894,636","","","","","","Change in net assets of the Trust (notes 3 and 4) 2,011,874 7,894,636","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Change in net assets of the Trust (notes 3 and 4)","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","unrealized_gain_loss","Change in net assets of the Trust (notes 3 and 4)","2,011,874","","","","","","Change in net assets of the Trust (notes 3 and 4) 2,011,874 7,894,636","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Management and general expenses","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","fund_expense","Management and general expenses","355,026","","","","","","Management and general expenses 390,355 355,026","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Management and general expenses","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","fund_expense","Management and general expenses","390,355","","","","","","Management and general expenses 390,355 355,026","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Net assets, beginning of year","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","beginning_capital","Net assets, beginning of year","63,788,190","","","","","","Net assets, beginning of year 71,290,995 63,788,190","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Net assets, beginning of year","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","beginning_capital","Net assets, beginning of year","71,290,995","","","","","","Net assets, beginning of year 71,290,995 63,788,190","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Net assets, end of year","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","ending_capital","Net assets, end of year","71,290,995","","","","","","Net assets, end of year $ 73,337,484 71,290,995","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Net assets, end of year","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","ending_capital","Net assets, end of year","$73,337,484","","","","","","Net assets, end of year $ 73,337,484 71,290,995","actual","","","","","","","unstated",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Programmatic investment losses, net (note 2f)","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","net_investment_income","Programmatic investment losses, net (note 2f)","(69,806)","","","","","","Programmatic investment losses, net (note 2f) (154,194) (69,806)","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Programmatic investment losses, net (note 2f)","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","net_investment_income","Programmatic investment losses, net (note 2f)","(154,194)","","","","","","Programmatic investment losses, net (note 2f) (154,194) (69,806)","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Total expenses","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","fund_expense","Total expenses","8,256,989","","","","","","Total expenses 8,057,317 8,256,989","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Total expenses","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","fund_expense","Total expenses","8,057,317","","","","","","Total expenses 8,057,317 8,256,989","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Total impact of beneficial interest","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","unrealized_gain_loss","Total impact of beneficial interest","15,645,836","","","","","","Total impact of beneficial interest 10,107,874 15,645,836","actual","Same fact as the Note 4 rollforward's Change in the net assets of the Trust before contributions to the Foundation (page 12).","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Total impact of beneficial interest","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","unrealized_gain_loss","Total impact of beneficial interest","10,107,874","","","","","","Total impact of beneficial interest 10,107,874 15,645,836","actual","Same fact as the Note 4 rollforward's Change in the net assets of the Trust before contributions to the Foundation (page 12).","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","6","TABLE","Consolidated Statements of Cash Flows","Consolidated Statements of Cash Flows","Cash, beginning of year","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","cash","Cash, beginning of year","173,396","","","","","","Cash, beginning of year 194,354 173,396","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","6","TABLE","Consolidated Statements of Cash Flows","Consolidated Statements of Cash Flows","Cash, beginning of year","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","cash","Cash, beginning of year","194,354","","","","","","Cash, beginning of year 194,354 173,396","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","6","TABLE","Consolidated Statements of Cash Flows","Consolidated Statements of Cash Flows","Cash, end of year","2023","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2023","","(In thousands)","cash","Cash, end of year","194,354","","","","","","Cash, end of year $ 206,159 194,354","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","financial_statement_observation","6","TABLE","Consolidated Statements of Cash Flows","Consolidated Statements of Cash Flows","Cash, end of year","2024","1","reporting_entity","Gates Foundation","","","","","","","","","","December 31, 2024","","(In thousands)","cash","Cash, end of year","$206,159","","","","","","Cash, end of year $ 206,159 194,354","actual","","","","","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","definition_context","9","NARRATIVE","(d) Fair Value","(d) Fair Value","Level 1 Inputs","","1","","","","","","","","","","","","","","","","","","","","Unadjusted quoted prices in active markets for identical assets or liabilities accessible to the reporting entity at the measurement date","","","Level 1 Inputs: Unadjusted quoted prices in active markets for identical assets or liabilities accessible","actual","","","","LEVEL_1","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","definition_context","9","NARRATIVE","(d) Fair Value","(d) Fair Value","Level 2 Inputs","","1","","","","","","","","","","","","","","","","","","","","Valuations based on observable inputs (other than Level 1 prices) such as quoted prices for similar assets at the measurement date; quoted prices in markets that are not active; or other inputs that are observable, either directly or indirectly","","","Level 2 Inputs: Valuations based on observable inputs (other than Level 1 prices) such as quoted","actual","","","","LEVEL_2","","","",""
"2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","B","definition_context","10","NARRATIVE","(d) Fair Value","(d) Fair Value","Level 3 Inputs","","1","","","","","","","","","","","","","","","","","","","","Valuations based on inputs that are unobservable and significant to the overall fair value measurement and involve management judgment","","","Level 3 Inputs: Valuations based on inputs that are unobservable and significant to the overall fair","actual","","","","LEVEL_3","","","",""
