manager_id,manager_name,strategy,sub_strategy,v1_status,historical_score,historical_rank,supplied_funds,eligible_score_funds,eligible_fund_ids,score_above_50_rate,score_at_least_75_rate,score_at_most_25_rate,worst_fund_score,fund_score_iqr,score_trend_per_fund,two_point_change,consistency_status,avg_realized_share,avg_nav_reliance,avg_ks_pme,avg_direct_alpha,avg_company_hhi,avg_sector_hhi,latest_fund_id,latest_size_step_up,latest_size_step_status,team_continuity,strategy_flag,gp_commitment_pct,governance_flag
MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,buyout,middle_market,PARTIAL_TRACK_RECORD,,,1,1,"[""FUND_SYNTH_000001""]",0.0,0.0,0.0,42.0338983051,0.0,,,CONSISTENCY_UNAVAILABLE,0.7165745729942455,0.2834254270057544,1.1521771028,0.0258068722,0.29048547149155285,0.29048547149155285,FUND_SYNTH_000001,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,infrastructure,core_plus,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000002,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,early_stage,RANKED_DEMO,74.0740740741,1,2,2,"[""FUND_SYNTH_000004"",""FUND_SYNTH_000003""]",1.0,0.5,0.0,64.4444444444,9.629629629649997,,-19.259259259299995,AVAILABLE,0.81696306108212,0.18303693891787992,7.0283647753,0.4057670208,0.41033546632465967,0.7009583988858412,FUND_SYNTH_000003,0.4143185467367692,AVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,buyout,middle_market,PARTIAL_TRACK_RECORD,,,1,1,"[""FUND_SYNTH_000006""]",0.0,0.0,0.0,34.9152542373,0.0,,,CONSISTENCY_UNAVAILABLE,0.9081101243848902,0.09188987561510982,1.071809194,0.0112886394,0.37086651053864167,0.591702959424386,FUND_SYNTH_000006,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,growth,growth_equity,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000007,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,real_estate,value_add,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000005,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,venture,early_stage,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000008,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,buyout,middle_market,PARTIAL_TRACK_RECORD,,,1,1,"[""FUND_SYNTH_000012""]",0.0,0.0,0.0,32.8205128205,0.0,,,CONSISTENCY_UNAVAILABLE,0.2846277688336201,0.7153722311663798,1.1464898655,0.0401451996,0.2706960902070133,0.3403698628807126,FUND_SYNTH_000012,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,fund_of_funds,diversified,PARTIAL_TRACK_RECORD,,,1,1,"[""FUND_SYNTH_000010""]",0.0,0.0,1.0,21.3333333333,0.0,,,CONSISTENCY_UNAVAILABLE,0.9000069912958366,0.09999300870416332,0.8596185994,-0.0255029608,0.2109623752831552,0.3684554715679797,FUND_SYNTH_000010,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,private_credit,direct_lending,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000011,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,venture,early_stage,INSUFFICIENT_DATA,,,1,0,[],,,,,,,,CONSISTENCY_UNAVAILABLE,,,,,,,FUND_SYNTH_000009,,PREDECESSOR_UNAVAILABLE,,NO_CASE_EVIDENCE,,NO_CASE_EVIDENCE
