"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_9899034E3226F9ED7FC65ABC","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","2021 Beginning Fair Value","1","beginning_capital","","2","2","source_section|as_of_date|currency_scale|metric_name"
"PAIR_98274A77BC407C4226956C90","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","2021 Ending Fair Value Balance","1","nav","","3","3","source_section|as_of_date|currency_scale|metric_category|metric_name"
"PAIR_4792CF8E321E0340E58F1696","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","Increase (Decrease) in Fair Value","1","unrealized_gain_loss","","4","4","source_section|as_of_date|currency_scale"
"PAIR_9432099B8090432F0A57C40E","B_ONLY","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","Percent of Total Fair Value","1","ownership_percentage","","","5",""
"PAIR_6142141199BBFF4FE508D8F1","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","Purchases","1","contribution","","5","6","source_section|as_of_date|currency_scale"
"PAIR_40F1F4EF1056B5582F1BB4FD","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Absolute return","Sales and Redemptions","1","distribution","","6","7","source_section|source_column_label|as_of_date|currency_scale|metric_name"
"PAIR_439A350560C16CE7970D392F","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","2021 Beginning Fair Value","1","beginning_capital","","7","8","source_section|as_of_date|currency_scale|metric_name"
"PAIR_A643B132108579E19D5CEFE9","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","2021 Ending Fair Value Balance","1","nav","","8","9","source_section|as_of_date|currency_scale|metric_category|metric_name"
"PAIR_150DA253760207DFDC36073F","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","Increase (Decrease) in Fair Value","1","unrealized_gain_loss","","9","10","source_section|as_of_date|currency_scale"
"PAIR_D0FEFF2A727639037907E59D","B_ONLY","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","Percent of Total Fair Value","1","ownership_percentage","","","11",""
"PAIR_0940897D43ABB648FE999334","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","Purchases","1","contribution","","10","12","source_section|as_of_date|currency_scale"
"PAIR_82BE4FB6DFDD6EB581D7A34E","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Debt securities","Sales and Redemptions","1","distribution","","11","13","source_section|source_column_label|as_of_date|currency_scale|metric_name"
"PAIR_6F4B3E9835CE4398D9F8EACC","VALUE_CONFLICT","YES","1","document_context","","DOCUMENT","","1","","","1","1","source_table|subject_name|portfolio_name|text_raw"
"PAIR_D981D7959E683377CA0BE3D4","CONTEXT_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Equities","2021 Beginning Fair Value","1","beginning_capital","","12","14","source_section|as_of_date|currency_scale|metric_name"
"PAIR_A4B5CB1D41180976AF29BE74","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","2021 Investment Summary","Equities","2021 Ending Fair Value Balance","1","nav","","13","15","source_section|as_of_date|currency_scale|metric_category|metric_name"
