"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_46826E8E705BCB230524428B","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","Completing the attestation is a prerequisite for staff to receive any performance-based incentive payment.","","1","","stewardship_policy","","52",""
"PAIR_432CA1BAA18367A39BEE4D79","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","Conflicts or potential conflicts of interest must be disclosed by advising the General Counsel or the Chief Executive, a line manager, member of the People & Culture team, or by emailing a conflicts email address.","","1","","stewardship_policy","","53",""
"PAIR_F7411D1F3A57221F704B6FF1","B_ONLY","YES","10","stewardship_policy","Policies","In respect of active ownership, the report includes statistics on engagement in global equities, collaborative engagement activities, voting and exclusions. These statistics are included in this report.","","1","","stewardship_policy","","62",""
"PAIR_4B37BDAF5383602A9ECE176E","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","Measures are put in place to manage any disclosed interest.","","1","","stewardship_policy","","54",""
"PAIR_FD59F94848E4808D632189BB","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","Service agreements with these providers are covered by our Procurement and Outsourcing Policy, which sets out the process for selecting providers, regularly reviewing the service agreement and compliance.","","1","","stewardship_policy","","55",""
"PAIR_B25C679BC6BA1B12F8AC8FC6","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","Staff must complete a six-monthly attestation about their compliance with the Guardians’ policies, including conflicts of interest and securities trading policies.","","1","","stewardship_policy","","56",""
"PAIR_D978A41B988C07FFA725008D","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","The Board Code of Conduct and the employee Code of Conduct in the People & Culture Policy both set clear expectations for managing conflicts of interest.","","1","","stewardship_policy","","57",""
"PAIR_2DBA4E8A24254B5D3DEB5622","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","The policy also covers conflicts of interest, requiring all potential suppliers and external partners to consider and disclose any actual or perceived conflicts during the procurement process.","","1","","stewardship_policy","","58",""
"PAIR_676B113576141C9E9997CFB6","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","There is a process for the disclosure of personal investments and trading-related conflicts of interest, including a Securities Trading Procedure that applies to all personal trading and related information.","","1","","stewardship_policy","","59",""
"PAIR_FDC3599580E68D54F3E0F420","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","This includes a requirement to disclose any actual or potential conflicts of interest due to close personal relationship or interest in a transaction.","","1","","stewardship_policy","","60",""
"PAIR_F954D417041AEFC36B79E577","B_ONLY","YES","10","stewardship_policy","CONFLICTS OF INTEREST","We engage third-party service providers to support engagement and provide data for our sustainable investment activities.","","1","","stewardship_policy","","61",""
"PAIR_129D82E115640CEC14C6328B","B_ONLY","YES","11","stewardship_policy","Incorporate","Applying detailed ESG due diligence to all direct investments, using independent experts where required, to assess material ESG risks and opportunities and understand how they will be managed or mitigated. The focus continues post investment.","","1","","stewardship_policy","","63",""
"PAIR_80BCF3ABB417F48CA5D817C3","B_ONLY","YES","11","stewardship_policy","Incorporate","as companies that have red flags for controversies in the MSCI ESG Manager database are not eligible for inclusion.","","1","","stewardship_policy","","64",""
"PAIR_9301B7F3E7C0BCA4F0D927A5","B_ONLY","YES","11","stewardship_policy","Incorporate","Considering ESG capability in the selection, due diligence, engagement and ongoing reviews of external investment managers, incorporating sustainable investment requirements into contracts where relevant. Once a manager is selected, sustainable investment requirements are incorporated into contractual arrangements where possible and relevant.","","1","","stewardship_policy","","65",""
"PAIR_C72063338B41ECE85FE2C1E3","B_ONLY","YES","11","stewardship_policy","Incorporate","Considering human rights (including indigenous rights), diversity and, for New Zealand investments, consideration of te ao Māori and Te Tiriti o Waitangi (Treaty of Waitangi) as part of our due diligence processes for direct investments","","1","","stewardship_policy","","66",""
"PAIR_B7DDB6833FF2B63E0FB4071A","B_ONLY","YES","11","stewardship_policy","Incorporate","Developing guidelines to integrate ESG considerations across different types of investments","","1","","stewardship_policy","","67",""
"PAIR_7A09AE876469DBEE9139C06E","B_ONLY","YES","11","stewardship_policy","Incorporate","Monitoring our listed equities portfolio for companies with poor ESG performance, addressing concerns through mechanisms such as ongoing monitoring or engagement, and escalation if necessary.","","1","","stewardship_policy","","68",""
"PAIR_0C54608D3CEB13CBD7B23539","B_ONLY","YES","11","stewardship_policy","Incorporate","Seeking investments that provide measurable positive social or environmental outcomes in addition to the required financial returns. We continue to develop and evolve our Impact Investment Framework and approach, which includes a strict definition of impact investment.","","1","","stewardship_policy","","69",""
"PAIR_529CDE786F7289724D327039","B_ONLY","YES","11","stewardship_policy","Incorporate","Sustainable investment and ESG considerations, including climate change, are incorporated across the Guardians’ investment activities, and are supported by our mandate and our investment beliefs.","","1","","stewardship_policy","","70",""
"PAIR_98FBC7EE27A8C75EAA2E968F","B_ONLY","YES","11","stewardship_policy","Incorporate","These indices not only help to better align the Fund’s passive global equity positions with net zero objectives, but also improve the portfolio's ESG profile","","1","","stewardship_policy","","71",""
"PAIR_800F3596F1C9AC828EC9AA0B","B_ONLY","YES","11","stewardship_policy","Incorporate","We also incorporate material ESG matters into our stewardship practices, including engagement and voting.","","1","","stewardship_policy","","72",""
"PAIR_B58279498B9977F8996969AB","B_ONLY","YES","11","stewardship_policy","Incorporate","We have implemented changes to improve the ESG profile of the portfolio. In 2022 the Board elected to change the building blocks of our Reference Portfolio to MSCI Paris Aligned Benchmark indices.","","1","","stewardship_policy","","73",""
"PAIR_8DB9D6101847D4BF3CAE0FF0","B_ONLY","YES","11","stewardship_policy","Incorporate","We integrate ESG into the analysis of high-level investment opportunities and asset allocation approaches, including different markets and asset classes.","","1","","stewardship_policy","","74",""
"PAIR_15B7843457C702901E92B3F5","B_ONLY","YES","12","stewardship_policy","Incorporate","As a result, the global equities segment of the portfolio, which represents the largest portion of assets under management, is better aligned with net zero and ESG objectives.","","1","","stewardship_policy","","75",""
"PAIR_87E8311B64E78DAEE8393D18","B_ONLY","YES","12","stewardship_policy","Incorporate","At the end of January 2025 we shifted the corporate bond segment of the Fixed Income portfolio to a Paris Aligned approach.","","1","","stewardship_policy","","76",""
"PAIR_A0FF08D10610DD465B0B11F7","B_ONLY","YES","12","stewardship_policy","Incorporate","Good stewardship practices help us to prioritise and engage to better effect.","","1","","stewardship_policy","","77",""
"PAIR_B964AE22811E8FFDEB137CE7","B_ONLY","YES","12","stewardship_policy","Incorporate","In 2023, similar changes were rolled out to global equities held through externally-managed multifactor mandates.","","1","","stewardship_policy","","78",""
"PAIR_5C63037D8E5907A04451FC5C","B_ONLY","YES","12","stewardship_policy","Incorporate","In making these changes, the Guardians adopted a pragmatic approach to integrate improved ESG performance, including carbon emissions, into the building blocks of the portfolio.","","1","","stewardship_policy","","79",""
"PAIR_4A3D27ABF83B6CEF58BE17A1","B_ONLY","YES","12","stewardship_policy","Incorporate","One of the reasons for the shift was to improve the climate resilience and sustainability performance of our investment universe and to reduce the long tail of very small holdings to a more manageable size.","","1","","stewardship_policy","","80",""
"PAIR_04EE1B5D4D7536171A182BE7","B_ONLY","YES","12","stewardship_policy","Incorporate","Regardless of the index, there will always be companies where ESG concerns arise and engagement may be appropriate.","","1","","stewardship_policy","","81",""
"PAIR_7E16A3FA83510579D0B265C1","B_ONLY","YES","12","stewardship_policy","Incorporate","The new benchmark reduces exposure to carbon risk and upweights investments in transition assets, improves ESG metrics by removing companies that have MSCI red flags for ongoing very severe controversies, and makes it easier to measure GHG emissions across the portfolio.","","1","","stewardship_policy","","82",""
"PAIR_C6AE8EB9111F80E079DAAB8E","B_ONLY","YES","12","stewardship_policy","Incorporate","We adopted off-the-shelf indices, rather than a custom index, which achieve most of our objectives in improving ESG performance and reducing GHG exposure. They are more consolidated, in that the indices have a smaller number of constituent stocks.","","1","","stewardship_policy","","83",""
"PAIR_0EB3E4FD842BA16384525B7C","B_ONLY","YES","13","stewardship_observation","Engage","but NZ Super Fund still holds shares in more than 1,000 companies around the world.","","1","coverage","","","84",""
"PAIR_495AE1CB12AB3AB2354F433D","B_ONLY","YES","13","stewardship_policy","Engage","Having adopted a Paris Aligned Benchmark, our passive global equities and multifactor portfolios are relatively consolidated.","","1","","stewardship_policy","","85",""
"PAIR_4B2920C171B9A034323D5A32","B_ONLY","YES","13","stewardship_policy","Engage","In New Zealand, we have an ongoing collaboration with other government owned investors, the Crown Financial Institutions (CFIs), including a shared arrangement with an engagement service provider.","","1","","stewardship_policy","","86",""
"PAIR_B0D8827389C28CEE871DD9AE","B_ONLY","YES","13","stewardship_policy","Engage","Like many institutional investors, we use an external engagement service provider to implement engagement across these global equities.","","1","","stewardship_policy","","87",""
"PAIR_F7237D87009DC2C2753A224B","B_ONLY","YES","13","stewardship_policy","Engage","our ability to engage directly with the company","","1","","stewardship_policy","","88",""
"PAIR_69DB5B51219221B906852F52","B_ONLY","YES","13","stewardship_policy","Engage","Our investments cover a wide range of asset classes. There are different opportunities for engagement, depending on how we own an asset.","","1","","stewardship_policy","","89",""
"PAIR_4EA236EB870DF3EB8AF7B773","B_ONLY","YES","13","stewardship_policy","Engage","Our priority areas for engagement are climate change, severe environmental damage, human rights, and bribery and corruption.","","1","","stewardship_policy","","90",""
"PAIR_161BB56EFE0CA52BA9D74A46","B_ONLY","YES","13","stewardship_policy","Engage","the ability to participate in collaborative engagements through international initiatives","","1","","stewardship_policy","","91",""
"PAIR_5FC4220A3B44537CC3D6E449","B_ONLY","YES","13","stewardship_policy","Engage","the potential effectiveness of the engagement","","1","","stewardship_policy","","92",""
"PAIR_DB347253AAD9FABA68043F23","B_ONLY","YES","13","stewardship_policy","Engage","the resources required.","","1","","stewardship_policy","","93",""
"PAIR_F70CC745A9398F8456FE3257","B_ONLY","YES","13","stewardship_policy","Engage","This includes whether we should engage with the company ourselves, engage through our engagement service provider, or engage through a collaborative initiative.","","1","","stewardship_policy","","94",""
"PAIR_1A74D374C9027B543574BA2B","B_ONLY","YES","13","stewardship_policy","Engage","We assess information, along with data from other sources, to determine whether we should engage with the company and what form the engagement should take.","","1","","stewardship_policy","","95",""
"PAIR_F6FE6C53F9D0254D9D58AB1B","B_ONLY","YES","13","stewardship_policy","Engage","We use a portfolio monitoring service (MSCI ESG Manager) to monitor our holdings and identify companies that have material ESG issues or breached recognised ESG standards.","","1","","stewardship_policy","","96",""
"PAIR_D0B6D446337F94F3B48B131A","B_ONLY","YES","13","stewardship_policy","Engage","We work together to monitor our portfolios, in particular our global equity holdings, and on certain engagement activities.","","1","","stewardship_policy","","97",""
"PAIR_9B9FD1215DAFB491DA248F02","B_ONLY","YES","13","stewardship_policy","Engage","Where we own an asset via an external manager, engagement may take place with the manager or with the asset itself.","","1","","stewardship_policy","","98",""
"PAIR_A6F18B473DB0510BDFB8E6E0","B_ONLY","YES","13","stewardship_policy","Engage","Where we own an unlisted (privately-owned or directly-held) asset, we may have opportunities to engage closely with its board or management team.","","1","","stewardship_policy","","99",""
"PAIR_2CC891C95DB50598ECA15F1A","B_ONLY","YES","14","stewardship_policy","Engage","Climate change is a priority area.","","1","","stewardship_policy","","110",""
"PAIR_BA2956E35D99AA592B803AAD","A_ONLY","YES","14","document_context","","DOCUMENT","","1","","","1","",""
"PAIR_61A8CF35B1F871F93EC938DC","B_ONLY","YES","14","stewardship_policy","Engage","Each quarter, the CFIs provide a list of their global equity holdings which are incorporated into reo®’s engagement programme.","","1","","stewardship_policy","","111",""
"PAIR_76EFA58BFA6EE2C2097F333F","B_ONLY","YES","14","stewardship_policy","Engage","Each year, in consultation with its clients, reo® undertakes a number of projects, some of which might span two or three years.","","1","","stewardship_policy","","112",""
"PAIR_47932389D4FDC1553BED9167","B_ONLY","YES","14","stewardship_policy","Engage","Examples of engagement milestones are the publication of a target to eliminate deforestation in a company’s supply chain, publication of a carbon reduction target, development of a climate transition plan, strengthened sustainability management systems to improve data collection, enhanced disclosure of staff turnover, updating corporate governance guidelines or progress towards having a fully independent nominating committee for Board appointments.","","1","","stewardship_policy","","113",""
"PAIR_E2EF46D74A1448A365CB1E7B","B_ONLY","YES","14","stewardship_policy","Engage","In addition to engaging with companies on individual issues and contributing to collaborative initiatives, reo® carries out thematic and industry-wide engagements on topics such as human rights, worker rights and environmental harm.","","1","","stewardship_policy","","114",""
"PAIR_FB9936142205B0BA044890EB","B_ONLY","YES","14","stewardship_observation","Engage","In the year from July 2024 to June 2025, reo® carried out 543 engagement activities on behalf of the CFIs, covering 352 companies in 34 countries. This included 304 engagement activities on climate change, covering 214 companies with 46 milestones achieved.","","2","coverage","","","101",""
"PAIR_EB5E9461F14D655BF29BF9BF","B_ONLY","YES","14","stewardship_observation","Engage","In the year from July 2024 to June 2025, reo® carried out 543 engagement activities on behalf of the CFIs, covering 352 companies in 34 countries. This included 304 engagement activities on climate change, covering 214 companies with 46 milestones achieved.","","3","coverage","","","102",""
"PAIR_4BC01DA52844D50E38126E9D","B_ONLY","YES","14","stewardship_observation","Engage","In the year from July 2024 to June 2025, reo® carried out 543 engagement activities on behalf of the CFIs, covering 352 companies in 34 countries. This included 304 engagement activities on climate change, covering 214 companies with 46 milestones achieved.","","4","engagement_count","","","103",""
"PAIR_A9AD6EEDE98A3E4AC2E105C2","B_ONLY","YES","14","stewardship_observation","Engage","In the year from July 2024 to June 2025, reo® carried out 543 engagement activities on behalf of the CFIs, covering 352 companies in 34 countries. This included 304 engagement activities on climate change, covering 214 companies with 46 milestones achieved.","","5","coverage","","","104",""
"PAIR_046906CFEFF04855F50B4C09","B_ONLY","YES","14","stewardship_observation","Engage","In the year from July 2024 to June 2025, reo® carried out 543 engagement activities on behalf of the CFIs, covering 352 companies in 34 countries. This included 304 engagement activities on climate change, covering 214 companies with 46 milestones achieved.","","6","engagement_count","","","105",""
"PAIR_B6EE505750AD836FDDDE7948","B_ONLY","YES","14","stewardship_observation","Engage","It has been engaging on behalf of clients for 25 years. In that time it has engaged with more than 6,400 companies on a wide range of ESG issues.","","1","coverage","","","106",""
