"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","1","NO_ELIGIBLE_DATA","YES","2025 Stewardship Report","","0","0","NO_ELIGIBLE_REASON: cover title and logo only, with no bounded stewardship metric or separately headed operative stewardship policy statement"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","2","NO_ELIGIBLE_DATA","YES","Contents","","0","0","NO_ELIGIBLE_REASON: contents page and page references only, with no populated stewardship observation or operative policy statement"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","3","ELIGIBLE_DATA_EXTRACTED","YES","DOCUMENT | Foreword","document_context | stewardship_policy","6","6","Document context and five Foreword stewardship-approach statements extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","4","ELIGIBLE_DATA_EXTRACTED","YES","Foreword","stewardship_policy","3","3","Three Foreword statements on voting, engagement, accountability, and continued stewardship extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","5","ELIGIBLE_DATA_EXTRACTED","YES","PRI signatories commit to the following six principles:","stewardship_policy","6","6","Six PRI ownership and responsible-investment principles extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","6","ELIGIBLE_DATA_EXTRACTED","YES","GUARDIANS’ PURPOSE | WHAT IS STEWARDSHIP?","stewardship_policy","5","5","Active-ownership, ESG-integration, and statutory responsible-investment purpose statements extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","7","ELIGIBLE_DATA_EXTRACTED","YES","OUR PURPOSE | OUR VISION | SUSTAINABLE FINANCE GOAL","stewardship_policy","8","8","Sustainable-finance goal, purpose, vision, and three supporting policy provisions extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","8","ELIGIBLE_DATA_EXTRACTED","YES","Policies | ROLES AND RESPONSIBILITIES","stewardship_policy","11","11","Named stewardship policies and governance responsibilities extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","9","ELIGIBLE_DATA_EXTRACTED","YES","Policies | ROLES AND RESPONSIBILITIES | Statement of Intent","stewardship_policy","12","12","Stewardship governance, performance-expectation, and reporting policy statements extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","10","ELIGIBLE_DATA_EXTRACTED","YES","CONFLICTS OF INTEREST | Policies","stewardship_policy","11","11","Active-ownership reporting and conflicts-of-interest policy statements extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","11","ELIGIBLE_DATA_EXTRACTED","YES","Incorporate","stewardship_policy","12","12","ESG integration and sustainable-investment process policy provisions extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","12","ELIGIBLE_DATA_EXTRACTED","YES","Incorporate","stewardship_policy","9","9","ESG-index, fixed-income, and engagement-practice policy provisions extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","13","ELIGIBLE_DATA_EXTRACTED","YES","Engage","stewardship_observation | stewardship_policy","16","16","Global-equity coverage and engagement-policy provisions extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","14","ELIGIBLE_DATA_EXTRACTED","YES","Engage","stewardship_observation | stewardship_policy","26","26","Service-provider engagement metrics and engagement-policy provisions extracted"
"2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","B","15","ELIGIBLE_DATA_EXTRACTED","YES","Climate change engagement (NZ Super Fund) | Engagement activities on behalf of NZ Super Fund | Engagements by issue (NZ Super Fund) | Milestones achieved by issue (NZ Super Fund) | SDGs Engagements by goal (NZ Super Fund)","stewardship_observation","51","51","Engagement, issue-share, SDG, milestone, and climate-engagement statistics extracted"
