"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_CE1F6886F4EC1893BC1536DC","MERGE","The two lanes filed the single document_context row on different pages (A page 14, B page 3). The adjudicator rule sets it to page 1, but page 1 is a bare cover carrying no observation and csv_workflow.py rejects any page whose only record family is document_context, so page 1 is impossible here; it is filed on page 6, the earliest page in the document that carries a surviving record, and A's page-14 row is rejected so exactly one context row survives. period_start is blanked because the document prints only 'the financial year ended 30 June 2025'; A's '1 July 2024' is inferred, not printed.","2026-08-22.2","SRC339","515888513c1cef84c8e5e67ff2186012c9fb069191591cec8966e568dc4e556e","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","ADJUDICATED","document_context","6","DOCUMENT","Introduction","","DOCUMENT","","1","document","2025 Stewardship Report","","","","","Guardians of New Zealand Superannuation","NZ Super Fund","","","30 June 2025","30 June 2025","","","","","","","","2025 Stewardship Report","","","2025 Stewardship Report","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_9ECFAD2A24E1C850A63A40D9","REJECT","Document ruling on prose provisions, settled once and applied to every page. IN: a printed statement that is itself an operative rule the Guardians, the Fund, its staff or its portfolio must follow, being a requirement, prohibition, exclusion criterion, standing instruction or stated commitment, and each separately set out item of a list whose printed lead-in introduces the Guardians' own criteria or process requirements. OUT, on every page: the text or names of an external framework's principles (the six PRI principles on page 5 and the nine Stewardship Code principles on pages 6, 30 and 31), which the adjudicator rule names as narrative; description of what a policy, framework, index or vendor service is, does, contains or where it is published; history and background; purpose, vision, goal, aim and belief language; narration of activities carried out during the year; and allocation of responsibility inside the governance structure. B turned most of the running prose of pages 3 to 14 into policy rows on this document; A extracted none of it, and this row is a Foreword belief statement about ESG considerations, so it is narrative.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5AA4723F91E8BD699D0C76F5","REJECT","Same ruling. Foreword mission language ('Stewardship is at the heart of how we invest'), printed as a pull quote on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_304DA27F3BDCC5205BB770B5","REJECT","Same ruling. 'We aim to embed sustainability practices more deeply' is an aim, not a rule that binds.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3B80A5651CC5BB3E6AB56DA6","REJECT","Same ruling. A description of what the Guardians does, in the Foreword; no obligation, criterion or threshold.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_60689B59B3BF7792C217F516","REJECT","Same ruling. A stated goal ('We have a well-established goal to incorporate sustainability considerations'), which the ruling classes with purpose and vision language.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AB848AD2DC720E7CA09943B1","REJECT","Same ruling. Describes what this report contains and calls the Stewardship Code a vital tool; narrative.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CC2AA1796091749F27B16E59","REJECT","Same ruling. Foreword closing aspiration.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4678A5E2BD641531997A370D","REJECT","Same ruling. A statement of how the Guardians views stewardship; a belief, not a rule.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F8842A558EA25FCF042C15E5","REJECT","Same ruling, explicit limb: page-005.png prints 'PRI signatories commit to the following six principles:' above the six PRI principles. These are an external framework's own principles, which the adjudicator rule names as narrative, and they bind PRI signatories generally rather than stating the Guardians' own rule. Principle 1 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_264A103963AB78A9451DD3E3","REJECT","Same ruling. PRI Principle 2 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E2DB3C456B6C9B89846B07C5","REJECT","Same ruling. PRI Principle 3 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9625B49909CF254D5AC88A16","REJECT","Same ruling. PRI Principle 4 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A1C21B81B3C7EE356AEA1092","REJECT","Same ruling. PRI Principle 5 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6BAF902DAAEC0C1CF09F9CFE","REJECT","Same ruling. PRI Principle 6 of 6.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DA4FDD191BD63A0DD60EA1FE","ACCEPT_B","Kept under the ruling: page-006.png prints, under GUARDIANS' PURPOSE, that the New Zealand Superannuation and Retirement Income Act 2001 requires the Guardians to invest the Fund on a prudent, commercial basis and to manage it consistently with three bulleted requirements. That is the entity's own governing statute, not an external framework's principles, and each bullet is an operative obligation. Bullet 1 of 3; A's page-6 zero is wrong.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9CE43D68DBB2A25ECA5D6E03","ACCEPT_B","Same ruling and same printed statutory list on page-006.png. Bullet 2 of 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6FD90DD2CC375D17A522CE20","ACCEPT_B","Same ruling and same printed statutory list on page-006.png. Bullet 3 of 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_7B88659D4BC42798125D7304","REJECT","Same ruling. Describes what the PRI and Stewardship Code principles seek to do; external framework description.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2479CEEF5F42A723581FF3FC","REJECT","Same ruling. Defines what stewardship is and what it includes; a definition, not a rule.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_7684C311926EC11E35A4F3E4","REJECT","Same ruling. The OUR PURPOSE panel on page-007.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_183A40DE8C76C94668C4E51C","REJECT","Same ruling. The OUR VISION panel on page-007.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9804AAD3A3BF1E4C19F7294F","REJECT","Same ruling. A bullet of the SUSTAINABLE FINANCE GOAL panel on page-007.png. The panel is printed as one of three design blocks headed OUR PURPOSE, OUR VISION and SUSTAINABLE FINANCE GOAL; a goal is aspiration language and is treated the same as the two panels beside it. Bullet 1 of 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_7901E839E05AFD7586EA84D7","REJECT","Same ruling. SUSTAINABLE FINANCE GOAL bullet 2 of 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C6434029F543FBDA894F491B","REJECT","Same ruling. SUSTAINABLE FINANCE GOAL bullet 3 of 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DEFF05408C5AB94E4A085B4E","REJECT","Same ruling. Defines the difference between sustainable investment and the sustainable finance goal.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6241777C0887478D95FB227E","REJECT","Same ruling. History: what the Board agreed in 2021.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2640B5A1F916D16169A866FD","REJECT","Same ruling. A stated investment belief.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
