"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","1","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","document_context | position_observation","108","108",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","2","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","position_observation","129","129",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","position_observation","125","125",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","4","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","position_observation","131","131",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","5","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","position_observation","125","125",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","6","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments","position_observation","128","128",""
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","7","ELIGIBLE_DATA_EXTRACTED","YES","Consolidated Schedule of Investments | Open Equity Forward Contracts | Open Foreign Currency Forward Contracts","position_observation","21","21","EXCLUDED_BY_SCOPE: exercise price, aggregate totals, and restricted-security footnote aggregates are outside the named-position controlled categories"
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","8","NO_ELIGIBLE_DATA","YES","1. ORGANIZATION | 2. SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES | Valuation of Investments","","0","0","NO_ELIGIBLE_REASON: organization and accounting-policy definitions, no named position value cells in an allowed table"
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","9","NO_ELIGIBLE_DATA","YES","Cash | Foreign Currency | Foreign Currency Forward Contracts | Income Recognition and Expenses | Other Income from Private Equity Investments | Realized Gain/(Loss) on Investments, Interest Income, and Dividend Income | Short-term Investments | Use of Estimates","","0","0","NO_ELIGIBLE_REASON: accounting-policy narrative and derivative summary amounts, no named position value cells in an allowed table"
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","10","NO_ELIGIBLE_DATA","YES","3. FAIR VALUE DISCLOSURES | Equity Forward Contracts","","0","0","NO_ELIGIBLE_REASON: derivative accounting narrative and fair-value hierarchy definitions, no named position value cells in an allowed table"
"2026-08-22.2","SRC407","42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6","Schedule_Inv","06-statements-and-economics","CORE","B","11","DEFERRED_BY_SCOPE","YES","Investments in Securities at Value","","0","0","DEFERRED_BY_SCOPE: fair value hierarchy table contains only aggregate categories, not named individual securities or positions"
