"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_276B63482000E2E8897CA0AC","MERGE","Page 1 prints the title on two lines and the period on a third: Statement of Investment Performance Statistics / and Independent Auditor's Report / For the Year Ended August 31, 2025. Neither lane is complete. A carries the full printed title and as_of_date but files it under source_table, and a cover page has no table; B carries period_end and correctly treats the title as the page heading but truncates it. Merged record keeps the full printed title in source_section and subject_name, leaves source_table blank, and populates period_end, as_of_date and horizon from the printed period line. Manager and investor names are kept because the document prints them in Note 1 on page 4.","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","document_context","1","DOCUMENT","Statement of Investment Performance Statistics and Independent Auditor’s Report","","DOCUMENT","","1","document","Statement of Investment Performance Statistics and Independent Auditor’s Report","","","","The University of Texas/Texas A&M Investment Management Company (UTIMCO)","The Board of Regents of The University of Texas System (UT Board)","","","","August 31, 2025","August 31, 2025","","","","","","","","","","","For the Year Ended August 31, 2025","actual","","","","","","","",""
"PAIR_5806BFDC307CCE25F12D1C51","ACCEPT_A","Page 4 prints the note heading as 1. ORGANIZATION under the ruled heading NOTES TO STATEMENT OF INVESTMENT PERFORMANCE STATISTICS. A keeps the printed number in source_row_label and types the row FOOTNOTE, which is what a note to a financial statement physically is; B drops the printed number and types it NARRATIVE. Text and evidence are otherwise identical.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_69D4D542DA36D1A765367F63","ACCEPT_A","The page prints 2. BASIS OF PRESENTATION. This A_ONLY row and the B_ONLY row labelled BASIS OF PRESENTATION are the same printed note under two labels, so one row is published, not two. The A row is taken because it carries the printed number and quotes the full opening line, The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A8DF155172B9650094E46E0C","REJECT","Duplicate of the same printed note, already published from the A row under its printed label 2. BASIS OF PRESENTATION. Publishing both sides would store note 2 twice.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A3A5DF6EC6F935786A6EC4D8","MERGE","Page 3 prints Commodities / Intermediate Term Fund as 11.7% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Commodities (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Commodities","Intermediate Term Fund","1","fund","Intermediate Term Fund","Real Return","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","11.7%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Commodities - - UT 11.7% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_8F68CB2314C74409C4FB370E","MERGE","Page 3 prints Directional Hedge Funds / General Endowment Fund as 15.4% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Directional Hedge Funds (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Directional Hedge Funds","General Endowment Fund","1","fund","General Endowment Fund","Global Equity","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","15.4%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Directional Hedge Funds UP 15.3% UG 15.4% UT 15.4% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_C2DD9BBFCA8E2AB0E7A93118","MERGE","Page 3 prints Directional Hedge Funds / Intermediate Term Fund as 15.4% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Directional Hedge Funds (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Directional Hedge Funds","Intermediate Term Fund","1","fund","Intermediate Term Fund","Global Equity","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","15.4%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Directional Hedge Funds UP 15.3% UG 15.4% UT 15.4% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_938D9F0665011E2931F2695E","MERGE","Page 3 prints Directional Hedge Funds / Permanent University Fund as 15.3% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Directional Hedge Funds (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Directional Hedge Funds","Permanent University Fund","1","fund","Permanent University Fund","Global Equity","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","15.3%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Directional Hedge Funds UP 15.3% UG 15.4% UT 15.4% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_1DB2303E888672E649F35BAC","MERGE","Page 3 prints Inflation-Linked Bonds / Intermediate Term Fund as 4.4% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Inflation-Linked Bonds (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Inflation-Linked Bonds","Intermediate Term Fund","1","fund","Intermediate Term Fund","Real Return","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","4.4%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Inflation-Linked Bonds UP - UG - UT 4.4% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_C19781677AB33F3FCCC16412","MERGE","Page 3 prints Infrastructure / General Endowment Fund as 15.4% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B leaves method unstated. Merged record keeps the split grouping both lanes gave here, asset_class Real Return over strategy Infrastructure, both carried by the context-grouping map, the page heading in source_section, the printed dates, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method.; Source review: p3: Infrastructure (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Infrastructure","General Endowment Fund","1","fund","General Endowment Fund","Real Return","Infrastructure","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","15.4%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Infrastructure UT 15.4% UT 15.4% - - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_E19BD3AB9B0A41FC83C0B286","MERGE","Page 3 prints Infrastructure / Permanent University Fund as 15.4% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B leaves method unstated. Merged record keeps the split grouping both lanes gave here, asset_class Real Return over strategy Infrastructure, both carried by the context-grouping map, the page heading in source_section, the printed dates, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method.; Source review: p3: Infrastructure (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Infrastructure","Permanent University Fund","1","fund","Permanent University Fund","Real Return","Infrastructure","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","15.4%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Infrastructure UT 15.4% UT 15.4% - - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_9C48F5B4DDCD00BA48221318","MERGE","Page 3 prints Innovation & Disruption / General Endowment Fund as -13.5% and both lanes read it the same. The row sits outside the three in-table groupings, so asset_class and strategy are correctly blank. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry, and leaves method unstated. Merged record takes the page heading in source_section, the printed dates, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method.; Source review: p3: Innovation & Disruption (The total-fund line differs from its individual strategy components.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Innovation & Disruption","General Endowment Fund","1","fund","General Endowment Fund","","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","-13.5%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Innovation & Disruption UP -13.5% UG -13.5% - - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_61E5CB29AFD52B59F0D6526E","MERGE","Page 3 prints Innovation & Disruption / Permanent University Fund as -13.5% and both lanes read it the same. The row sits outside the three in-table groupings, so asset_class and strategy are correctly blank. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry, and leaves method unstated. Merged record takes the page heading in source_section, the printed dates, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method.; Source review: p3: Innovation & Disruption (The total-fund line differs from its individual strategy components.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Innovation & Disruption","Permanent University Fund","1","fund","Permanent University Fund","","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","-13.5%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Innovation & Disruption UP -13.5% UG -13.5% - - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
"PAIR_49342B1ED8FF72FF9919E9D9","MERGE","Page 3 prints Investment Grade Fixed Income / Intermediate Term Fund as 3.5% and both lanes read it the same. Neither candidate is complete: A files the in-table banner NET OF FEES in source_section, which is reserved for the heading above the table, and B fills strategy with the leaf row label, a value the context-grouping map does not carry under strategy, and leaves method unstated. Merged record takes A's mapped grouping and printed dates, the page heading in source_section, and method modified_dietz with fee_basis net from note 2, which states the statistics are computed net of investment management fees using the Modified Dietz Method, corroborated by the printed NET OF FEES banner.; Source review: p3: Investment Grade Fixed Income (The row is a strategy component under a fund column; only TOTAL FUND reports the whole fund.)","2026-09-01.2","SRC594","9b50469c18f58048eba427fe0b3e67dc76ecfd656d6f849979a37c5a1f72af73","Performance","02-performance","CORE","ADJUDICATED","performance_observation","3","TABLE","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","STATEMENT OF INVESTMENT PERFORMANCE STATISTICS","Investment Grade Fixed Income","Intermediate Term Fund","1","fund","Intermediate Term Fund","Stable Value","","","","","","","","August 31, 2025","August 31, 2025","For the Year Ended August 31, 2025","","return","Rate of Return","3.5%","%","","","The accompanying investment performance statistics have been computed net of investment management fees using the Modified Dietz Method.","","Investment Grade Fixed Income UP - UG - UT 3.5% - -","actual","","","","2","modified_dietz","net","allocation_bucket",""
