record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
document_context,institution_name,issuer; institution; fund owner,Reporting institution or asset owner named by the document.,SRC389,10,10,10,100.0,716,71.6,HIGH,Entity attribution and institutional aggregation.,CORE,,SRC389,,
document_context,report_period,fiscal year ended; period ending; for the year ending; annual report,Period covered by the report.,SRC389,10,10,10,100.0,875,87.5,HIGH,Time alignment for all reported values.,CORE,,SRC389,1.0,
document_context,as_of_date,as of; period ending; at 31 March/June/December,"Point-in-time date attached to holdings, allocation, or performance.",SRC389,10,10,8,80.0,104,13.0,HIGH,Prevents mixing values from different reporting dates.,CORE,,SRC389,2.0,
document_context,currency_or_scale,USD; EUR; GBP; NZD; SEK; NOK; $000; in millions; in billions,Printed currency and/or amount scale.,SRC389,10,10,10,100.0,2312,231.2,HIGH,Required to preserve printed amounts without normalization.,CORE,,SRC389,2.0,
portfolio_snapshot,portfolio_name,Total Fund; investment portfolio; endowment; managed capital,Named portfolio or pool to which the snapshot applies.,SRC389,10,10,9,90.0,441,49.0,HIGH,Scope key for institutional holdings and returns.,CORE,,SRC389,1.0,
portfolio_snapshot,portfolio_value,market value; fund value; total investments; managed capital; assets under management,Reported total portfolio/asset value.,SRC389,10,10,9,90.0,151,16.78,HIGH,Top-level scale and denominator context.,CORE,,SRC389,3.0,
portfolio_snapshot,net_assets,net assets; net asset value; NAV,Reported net-assets measure when explicitly printed.,SRC352,10,10,4,40.0,48,12.0,HIGH,Useful when gross portfolio value differs from net investor value.,CORE,,SRC352,60.0,Final: retained as optional CORE snapshot measure; necessary when gross portfolio value and net assets differ.
allocation_record,allocation_name,asset class; allocation; U.S. Equity; Private Equity; Private Credit; Real Estate,Printed allocation row/category label.,SRC389,10,10,10,100.0,2556,255.6,HIGH,Deterministic row key for asset-allocation analysis.,CORE,,SRC389,2.0,
allocation_record,market_value,market value; allocation (in millions $); amount,Printed amount associated with an allocation row.,SRC389,10,10,9,90.0,116,12.89,HIGH,Measures capital by allocation category.,CORE,,SRC389,3.0,
allocation_record,actual_allocation_pct,actual allocation %; allocation %; share; % of total,Actual portfolio weight for the allocation row.,SRC061,10,10,6,60.0,86,14.33,HIGH,Concentration and policy-drift analysis.,CORE,,SRC061,2.0,
