"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_BCAEDEA3764FAEE75F63D3F7","MERGE","subject_type: the row's subject is the entity the supplement reports on, so reporting_entity; B typed it fund. B read a printed valuation fact that A missed. valuation_observation is an allowed family for NAV_Statement and method, valuer, frequency, oversight and independent_review are its qualitative categories, so the sentence is in scope, not narrative to be skipped.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","valuation_observation","1","NARRATIVE","May 31, 2024 NAV Per Share","May 31, 2024 NAV Per Share","Board-approved valuation guidelines","","1","reporting_entity","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","","oversight","Board-approved valuation guidelines","approved by our board of directors","","","","","","NAV per share is calculated in accordance with the valuation guidelines that have been approved by our board of directors.","actual","","",""
"PAIR_CB1D36090AA3CCAF7F7F610D","ACCEPT_B","source_section: A left it blank on every row; B filled it. Kept where the page prints a heading above the content ('July 1, 2024 Transaction Price' and 'May 31, 2024 NAV Per Share' on page 1, 'Share Repurchase Request Update' on page 3, 'Status of our Current Public Offering' on page 4). Blanked where B repeated the table's own stub head ('Components of NAV', 'NAV Per Share'): that is the table's name, which source_table already carries, not a section heading printed above it, and pages 2 and 3 print no heading over those tables. source_table: B's printed name. A paraphrased the cover as 'Supplement No. 4 to the Prospectus', titled the page-1 table with its own column header 'Transaction Price (per share)', put the date column header into the components table's name ('Components of NAV May 31, 2024'), and fell back to UNTITLED_TABLE_n for two tables the page names in bold ('Components of NAV', 'NAV Per Share'). The page-2 assumptions table is the first untitled table on its page, so UNTITLED_TABLE_1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8F6B133527D8683AFF9390F0","ACCEPT_B","source_section: A left it blank on every row; B filled it. Kept where the page prints a heading above the content ('July 1, 2024 Transaction Price' and 'May 31, 2024 NAV Per Share' on page 1, 'Share Repurchase Request Update' on page 3, 'Status of our Current Public Offering' on page 4). Blanked where B repeated the table's own stub head ('Components of NAV', 'NAV Per Share'): that is the table's name, which source_table already carries, not a section heading printed above it, and pages 2 and 3 print no heading over those tables. source_table: B's printed name. A paraphrased the cover as 'Supplement No. 4 to the Prospectus', titled the page-1 table with its own column header 'Transaction Price (per share)', put the date column header into the components table's name ('Components of NAV May 31, 2024'), and fell back to UNTITLED_TABLE_n for two tables the page names in bold ('Components of NAV', 'NAV Per Share'). The page-2 assumptions table is the first untitled table on its page, so UNTITLED_TABLE_1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_61C9E6F73154231BABE1A709","ACCEPT_B","source_section: A left it blank on every row; B filled it. Kept where the page prints a heading above the content ('July 1, 2024 Transaction Price' and 'May 31, 2024 NAV Per Share' on page 1, 'Share Repurchase Request Update' on page 3, 'Status of our Current Public Offering' on page 4). Blanked where B repeated the table's own stub head ('Components of NAV', 'NAV Per Share'): that is the table's name, which source_table already carries, not a section heading printed above it, and pages 2 and 3 print no heading over those tables. source_table: B's printed name. A paraphrased the cover as 'Supplement No. 4 to the Prospectus', titled the page-1 table with its own column header 'Transaction Price (per share)', put the date column header into the components table's name ('Components of NAV May 31, 2024'), and fell back to UNTITLED_TABLE_n for two tables the page names in bold ('Components of NAV', 'NAV Per Share'). The page-2 assumptions table is the first untitled table on its page, so UNTITLED_TABLE_1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_B9AAF78B9C222F4A6E13C265","ACCEPT_B","source_section: A left it blank on every row; B filled it. Kept where the page prints a heading above the content ('July 1, 2024 Transaction Price' and 'May 31, 2024 NAV Per Share' on page 1, 'Share Repurchase Request Update' on page 3, 'Status of our Current Public Offering' on page 4). Blanked where B repeated the table's own stub head ('Components of NAV', 'NAV Per Share'): that is the table's name, which source_table already carries, not a section heading printed above it, and pages 2 and 3 print no heading over those tables. source_table: B's printed name. A paraphrased the cover as 'Supplement No. 4 to the Prospectus', titled the page-1 table with its own column header 'Transaction Price (per share)', put the date column header into the components table's name ('Components of NAV May 31, 2024'), and fell back to UNTITLED_TABLE_n for two tables the page names in bold ('Components of NAV', 'NAV Per Share'). The page-2 assumptions table is the first untitled table on its page, so UNTITLED_TABLE_1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E86A240D9C320C3CE8A656D2","MERGE","document_context: B's source_table is the printed cover line; A's 'Supplement No. 4 to the Prospectus' is a paraphrase of two printed lines. B's evidence_quote is one printed line where A joined two. A's as_of_date is right: page 1 prints May 31, 2024 as the NAV date the whole supplement reports.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","document_context","1","DOCUMENT","","STARWOOD REAL ESTATE INCOME TRUST, INC.","DOCUMENT","","1","document","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","","","","","","","","","","STARWOOD REAL ESTATE INCOME TRUST, INC.","actual","","",""
"PAIR_ED35D63E4DC06E991DD3A4E1","ACCEPT_B","B read a printed valuation fact that A missed. valuation_observation is an allowed family for NAV_Statement and method, valuer, frequency, oversight and independent_review are its qualitative categories, so the sentence is in scope, not narrative to be skipped.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D17B6A9E3F7971A6F40C9D41","MERGE","subject_type: the row's subject is the entity the supplement reports on, so reporting_entity; B typed it fund. B read a printed valuation fact that A missed. valuation_observation is an allowed family for NAV_Statement and method, valuer, frequency, oversight and independent_review are its qualitative categories, so the sentence is in scope, not narrative to be skipped.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","valuation_observation","1","NARRATIVE","May 31, 2024 NAV Per Share","May 31, 2024 NAV Per Share","NAV per share calculation","","1","reporting_entity","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","","method","NAV per share calculation","calculated in accordance with the valuation guidelines","","","","","","NAV per share is calculated in accordance with the valuation guidelines that have been approved by our board of directors.","actual","","",""
"PAIR_699A1D57AA9BE5E8CFE37FDF","MERGE","subject_type: the row's subject is the entity the supplement reports on, so reporting_entity; B typed it fund. B read a printed valuation fact that A missed. valuation_observation is an allowed family for NAV_Statement and method, valuer, frequency, oversight and independent_review are its qualitative categories, so the sentence is in scope, not narrative to be skipped.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","valuation_observation","1","NARRATIVE","May 31, 2024 NAV Per Share","May 31, 2024 NAV Per Share","NAV update frequency","","1","reporting_entity","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","","frequency","NAV update frequency","updated as of the last calendar day of each month","","","","","","Our NAV per share, which is updated as of the last calendar day of each month, is posted on our website at www.starwoodNAV.reit.","actual","","",""
"PAIR_707D469A6833667D2C916DBD","MERGE","subject_type: the row's subject is the entity the supplement reports on, so reporting_entity; B typed it fund. B read a printed valuation fact that A missed. valuation_observation is an allowed family for NAV_Statement and method, valuer, frequency, oversight and independent_review are its qualitative categories, so the sentence is in scope, not narrative to be skipped.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","valuation_observation","1","NARRATIVE","July 1, 2024 Transaction Price","July 1, 2024 Transaction Price","Transaction price equals NAV per share","","1","reporting_entity","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","","method","Transaction price equals NAV per share","equal to such class’s NAV per share as of May 31, 2024","","","","","","transaction price for each of our share classes is equal to such class’s NAV per share as of May 31, 2024.","actual","","",""
"PAIR_4BB35AB4FA1E76A3B755E78B","MERGE","source_section: A left it blank on every row; B filled it. Kept where the page prints a heading above the content ('July 1, 2024 Transaction Price' and 'May 31, 2024 NAV Per Share' on page 1, 'Share Repurchase Request Update' on page 3, 'Status of our Current Public Offering' on page 4). Blanked where B repeated the table's own stub head ('Components of NAV', 'NAV Per Share'): that is the table's name, which source_table already carries, not a section heading printed above it, and pages 2 and 3 print no heading over those tables. source_table: B's printed name. A paraphrased the cover as 'Supplement No. 4 to the Prospectus', titled the page-1 table with its own column header 'Transaction Price (per share)', put the date column header into the components table's name ('Components of NAV May 31, 2024'), and fell back to UNTITLED_TABLE_n for two tables the page names in bold ('Components of NAV', 'NAV Per Share'). The page-2 assumptions table is the first untitled table on its page, so UNTITLED_TABLE_1. source_column_label: the printed column header 'May 31, 2024' / 'April 30, 2024'. A repeated the whole header line 'Components of NAV May 31, 2024', which is the stub head plus the column header, not the column's own label. subject_type/subject_name: read off each row's own printed label (A). B typed 'fund' on 82 rows indiscriminately, including the four property types of the assumptions and sensitivity tables and the 'Total' column, which are not vehicles. The entity's own statement lines and the Total column are reporting_entity, the share classes are other_printed_scope, and the property types are asset_class. The Total column's subject is the reporting entity, not the word 'Total': it carries the same $9,694,639 the components table states for the entity.","2026-08-22.2","SRC247","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","NAV_Statement","06-statements-and-economics","CORE","ADJUDICATED","nav_observation","2","TABLE","","Components of NAV","Accrued stockholder servicing fees","May 31, 2024","1","reporting_entity","Starwood Real Estate Income Trust, Inc.","","","","","","","","","","May 31, 2024","","($ and shares/units in thousands)","nav_component","Accrued stockholder servicing fees","(3,253)","","","","","","Accrued stockholder servicing fees (1) (3,253)","actual","","",""
