"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_BCAEDEA3764FAEE75F63D3F7","B_ONLY","YES","1","valuation_observation","May 31, 2024 NAV Per Share","Board-approved valuation guidelines","","1","oversight","","","7",""
"PAIR_CB1D36090AA3CCAF7F7F610D","CONTEXT_CONFLICT","YES","1","nav_observation","Transaction Price (per share)","Class D","Transaction Price (per share)","1","transaction_price","","2","2","source_section|source_table"
"PAIR_8F6B133527D8683AFF9390F0","CONTEXT_CONFLICT","YES","1","nav_observation","Transaction Price (per share)","Class I","Transaction Price (per share)","1","transaction_price","","3","3","source_section|source_table"
"PAIR_61C9E6F73154231BABE1A709","CONTEXT_CONFLICT","YES","1","nav_observation","Transaction Price (per share)","Class S","Transaction Price (per share)","1","transaction_price","","4","4","source_section|source_table"
"PAIR_B9AAF78B9C222F4A6E13C265","CONTEXT_CONFLICT","YES","1","nav_observation","Transaction Price (per share)","Class T","Transaction Price (per share)","1","transaction_price","","5","5","source_section|source_table"
"PAIR_E86A240D9C320C3CE8A656D2","CONTEXT_CONFLICT","YES","1","document_context","Supplement No. 4 to the Prospectus","DOCUMENT","","1","","","1","1","source_table|as_of_date|evidence_quote"
"PAIR_ED35D63E4DC06E991DD3A4E1","B_ONLY","YES","1","valuation_observation","May 31, 2024 NAV Per Share","NAV advisor responsibility","","1","valuer","","","8",""
"PAIR_D17B6A9E3F7971A6F40C9D41","B_ONLY","YES","1","valuation_observation","May 31, 2024 NAV Per Share","NAV per share calculation","","1","method","","","9",""
"PAIR_699A1D57AA9BE5E8CFE37FDF","B_ONLY","YES","1","valuation_observation","May 31, 2024 NAV Per Share","NAV update frequency","","1","frequency","","","10",""
"PAIR_707D469A6833667D2C916DBD","B_ONLY","YES","1","valuation_observation","July 1, 2024 Transaction Price","Transaction price equals NAV per share","","1","method","","","6",""
"PAIR_4BB35AB4FA1E76A3B755E78B","CLASSIFICATION_CONFLICT","YES","2","nav_observation","Components of NAV May 31, 2024","Accrued stockholder servicing fees","Components of NAV May 31, 2024","1","nav_component","","6","11","source_section|source_table|source_column_label|subject_type"
"PAIR_838FCBF3EAC755B46CFB3CA1","CLASSIFICATION_CONFLICT","YES","2","nav_observation","Components of NAV May 31, 2024","Cash and cash equivalents","Components of NAV May 31, 2024","1","nav_component","","7","12","source_section|source_table|source_column_label|subject_type"
"PAIR_3AD1E7100B2C743093A7BA5F","CLASSIFICATION_CONFLICT","YES","2","nav_observation","Components of NAV May 31, 2024","Debt obligations","Components of NAV May 31, 2024","1","nav_component","","8","13","source_section|source_table|source_column_label|subject_type"
"PAIR_930BEB90A427513F9A515EA0","CLASSIFICATION_CONFLICT","YES","2","nav_observation","UNTITLED_TABLE_2","Industrial","Discount Rate","1","valuation_assumption","","37","42","source_table|subject_type"
"PAIR_EE6D4722CC145685B5D3CC40","CLASSIFICATION_CONFLICT","YES","2","nav_observation","UNTITLED_TABLE_2","Industrial","Exit Capitalization Rate","1","valuation_assumption","","38","43","source_table|subject_type"
"PAIR_2135937CD67C20B36C52375F","CLASSIFICATION_CONFLICT","YES","2","nav_observation","Components of NAV May 31, 2024","Investments in real estate","Components of NAV May 31, 2024","1","nav_component","","9","14","source_section|source_table|source_column_label|subject_type"
